DSM; 00989799000190 ;"301299"
DW SEGURANCA E MEDICINA DO TRABALHO LTDA -ME;"23065111000181";-
E SAUDE CARD;"28097267/0001-68 ";"000000"
E&E;"01212295000122";"999999"
E&E ADMINISTRA??O E CONSULTORIA EM PLANOS DE SA?DE S/C LTDA ;?01212295000122 ;"309168"
E&E ADMINISTRAÇÃO E CONSULTORIA EM PLANOS DE SAÚDE S/C LTDA; 01212295000122 ;"309168"
E&E CLICK AUTOMOTIVA INDUSTRIAL;"";"000000"
E&E LOG &PRINT GRÁFICA E LOGISTICAS/A;"";"000000"
E&e TMD FRICTION DO BRASIL;"";"000000"
E-NOVA ODONTOLOGIA LTDA; 06998051000130 ;"415227"
E-SAUDE CARD;"28.097.267/0001-68";-
E-VIDA;"11828089000103 ";"418374"
E-VIDA (ELETRONORTE) - CORPORATE;;"418374"
E-VIDA (ELETRONORTE) - CORPORATE;"11.828.089/0001-03";"418374"
E.C.G;;"000004"
E.C.G;;"4"
ECON LIFE;;"375437"
ECONLIFE;;"000003"
ECONLIFE SAUDE;"04388452000143 ";"413755"
ECONOMOS;;"999999"
ECONOMUS;;"312924"
ECONOMUS;;"50"
ECONOMUS;;"999999"
ECONOMUS;"49.320.799/0001-92";"342611"
Economus (VF);"49.320.799/0001-92";"034261"
Economus - Via Hospital;"";"000000"
Economus Dermatologista;"49.320.799/0001-92";"342611"
ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL;"49320799000192 ";"342611"
ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL; 47565155000139 ;"342281"
ECONOMUS P.A;;"30"
ECONOMUS REEMBOLSO;"";"000016"
ECONOMUS ROBERTO;"49320799000192";"342611"
Economy Brasil;"000000000000000000";"000000"
ECS ADMINISTRADORA DE BENEFICIOS LTDA;"39245402000191 ";"417343"
El Shaday;"000010001000101";"000101"
ELEB;;"999999"
ELETROBRAS;"00001180000126 ";"359521"
ELETROCARDIOGRAMA;;"999999"
ELETRONORTE;"00357038000116 ";"401960"
ELETRONUCLEAR;"42540211000167 ";"344699"
Eletros Saúde;-;-
ELETROS-SA?DE ;?34268789000188 ;"313904"
ELETROS-SAÚDE;"34268789000188 ";"313904"
ELETROSUL;"00073957000168 ";"356891"
Eletrovidro;;"000000"
Eletrovidro;"";"000000"
ELITE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA;"13423699000144 ";"418391"
ELO SAÚDE;"13122792000119 ";"418421"
ELOSA?DE ;?42286245000177 ;"315095"
ELOSAÚDE;"11593821000103 ";"417297"
ELOSAÚDE; 42286245000177 ;"315095"
ELOSAÚDE - Associação de Assistência à Saúde;"11.593.821/0001-03";"417297"
EMBATELE;"03.115.855/0001-56";"000000"
EMBRA; 17178443000170 ;"351245"
Embraco;"000000000000000000";"000000"
EMBRACO;"59.105.999/0057-30";"1234"
EMBRAER;;"999999"
EMBRAER; 60208493000181 ;"303569"
EMBRAPA - EMPRESA BR. DE PESQUISA AGROPECUÁRIA;"00348003000110 ";"334782"
EMBRAPA - EMPRESA BRASILEIRA DE PESQUISA AGROPECU?RIA ;?00348003000110 ;"334782"
EMBRAPA - EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA; 00348003000110 ;"334782"
EMBRATEL;"";"000001"
EMBRATEL;"33.530.486/0001-29";"320587"
EMBRATEL - DEMAIS PLANOS;"";"444444"
EMBRATEL - DR. CARLOS;"33.530.486/0001-29";"320587"
EMBRATEL - PAME (CENNTRUM);"33.530.486/0001-29";"320587"
EMBRATEL CORPORATE;;"316849"
EMBRATEL CORPORATE;"33.530.486/0125-69";"316849"
EMBRATEL PAME - ASSOCIAÇÃO  DE ASSISTENCIA PLENA EM SAUDE;"01.591.800/0001-97";"342408"
EMBRATEL REEMBOLSO;"";"000017"
EMENDER SERVIÇOS DE SEGUROS;;"000000"
EMGEPRON;"27816487000131 ";"410322"
EMJJ;"07368054000153 ";"416541"
EMP BRASILEIRA DE CORREIROS E TELEGRAFOS;"34028316/0031-29";"353761"
EMPREITEIRA BARBOSA;"26.050.146/0001-35";"000000"
EMPREMED ASSISTENCIA MEDICA;"18272633000114 ";"367729"
EMPRESA AMIGA;"000000000000000000";"000000"
EMPRESA BR. DE CORREIOS E TELÉGRAFOS;"34028316000103 ";"353761"
EMPRESA BRASILEIRA DE CORREIOS E TEL?GRAFOS ;?34028316000103 ;"353761"
EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS ;"34028316/0031-29";"419133"
EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS ; 34028316000103 ;"353761"
EMPRESA BRASILEIRA DE PLANEJAMENTO DE TRANSPORTES - GEIPOT;"00366914000170 ";"325457"
EMPRESA BRASILEIRA DE TELECOMUNICA??ES ;?33530486000129 ;"320587"
EMPRESA BRASILEIRA DE TELECOMUNICAÃ?ES;á33530486000129 ;"320587"
EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES;"33530486000129 ";"320587"
EMPRESARIAL PLANO DE ASSIST?NCIA M?DICA LTDA ;?02838972000185 ;"406210"
EMPRESARIAL PLANO DE ASSISTÊNCIA MÉDICA LTDA; 02838972000185;"406210"
Empresas;"";"00000"
EMPRODONT ASSISTENCIA ODONTOLOGICA EMPRESARIAL LTDA; 00614960000141 ;"413143"
ENGEPROM;;"999999"
Envolve Jardinópolis;"07.682.551/0001-21";"000001"
EPHARMA;"";"000000"
EPHARMA CORPORATE;;"000000"
EPHARMA CORPORATE;"03.448.808/0001-24";"000000"
ESAME MEDICINA DO TRABALHO LTDA;"52.7000.280/001-35";"000000"
ESH ODONTO;"05694801000118 ";"416380"
ESPAÇO GENTE IBGE;"";"000000"
ESPECIAL;;"000000"
Especial;"";"111111"
ESPECIAL SAUDE;;"375437"
ESPECIAL SAÚDE;;"999999"
ESSENCIAL SA?DE ;?04517426000178 ;"414166"
ESSENCIAL SAÚDE; 04517426000178 ;"414166"
ESTALEIRO ATLANTICO SUL LTDA;"";"420905"
ESTAMPA METAL;"03.385.513/0001-56";"000000"
ESTÉTICA;;"000002"
ESTRATEGIA SAUDE LTDA;"00893186000155 ";"405795"
ESTRELA;"84835552000100";"402753"
ESTRELA IND. PAPEL;;"999999"
ESTUDO CLINICO;;"000000"
ESTUDO CLINICO ACAI PROJETO 40;"13825150810";"000000"
ETERNIT;"";"212121"
ÉTICA;;"999999"
ETICO;;"999999"
ETICO - LGR;"111111111111111111";"000001"
ETKZ;"13.108.521/0001-09";"000000"
EUROFIBRA;"06.923.736/0001-18";"000000"
EV ADMINISTRADORA DE BENEFÍCIOS LTDA;"01856107000107 ";"417441"
Evangelico Saude;"02.989.632/0001-55";"326038"
EVANGELICO SAUDE;"02989632000155 ";"401480"
EVANGÉLICO SAÚDE-dr Ricardo;;"000001"
EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA.;"30123640000150 ";"410179"
EVIDENTE;"02947180000149 ";"400572"
EVO SAÚDE;"";"147963"
EVO SAUDE;"23.871.310/00001-8";"000000"
EVO Saúde ;"23871310000187";"111111"
EVO SAUDE ODONTOLOGICA S/S;"07424164000195 ";"417017"
EX-MEDIAL;"00.000.000/0000-00";"000000"
EXAME MEDICO;;"000001"
Exames;;"2"
EXAMINE JÁ;"17.339.233/0001-16";"000000"
Excelência;"18444090000175";"1111"
excellence II;;"999999"
EXITUS SAUDE ODONTOLOGICA; 01382881000115;"339750"
EXPRESS SAUDE;;"999999"
EXTRAMED;"01747987000175 ";"414204"
EXTREMAMEDIC;"03548273000163 ";"411868"
F?CIL ASSIST?NCIA ODONTOL?GICA LTDA ;?02223384000137 ;"405752"
FACE GESTÃO DE BENEFÍCIOS;"";"000000"
FACEB;"00469585000193 ";"309362"
FACHESF;"42160192000143 ";"317233"
FÁCIL ASSISTÊNCIA ODONTOLÓGICA LTDA; 02223384000137 ;"405752"
FACILMED;"07.203.384/0001-99";"00000"
FAEC;;"315478"
FAEC CONSULTA;;"315478"
FAEC EXAMES;;"315478"
FAEC VISITA HOSPITALAR;;"315478"
FAECES;"00580481000151 ";"329665"
FAESES;-;-
FAMA;"84112481000117 ";"313971"
FAMED;"04839091000104 ";"414689"
FAMED;"62492053000124 ";"333638"
FAMEH/MP;"13026081000140 ";"418129"
FAMIDENTE DE TERESOPOLIS PRESTA??O DE ASSIST?NCIA ODONTOL?GICAS ;?04106651000111 ;"412902"
FAMIDENTE DE TERESOPOLIS PRESTAÇÃO DE ASSISTÊNCIA ODONTOLÓGICAS; 04106651000111 ;"412902"
FAMILIA MONTES CLAROS;"";"333333"
FAPES (BNDES);"";"555555"
FAPES - DR. CARLOS;"00397695000197 ";"339636"
FAPES - Fundação de Assistência e Previdência Social do BNDES;"";"339636"
FAPES - FUNDACAO DE ASSISTENCIA E PREVIDENCIA SOCIAL DO BNDES ;?00397695000197 ;"339636"
FARMACIA BIOETICA;;"101010"
FARMAIS;;"000000"
FAS;"";"000000"
FAS/HMV;"01204105000125 ";"369012"
FASCAL;"";"666666"
FASCAR - DR. VICENTE;"";"999999"
FASIUS-MED; 00597931000119 ;"358363"
FASSINCRA;;"999999"
FAV-PLAMHUV;"17989187000109 ";"302881"
FAZENDA LAGOA REDONDA;"146.359.176-49";"000000"
FEBEN;;"999999"
FEDERA??O DAS UNIMEDS DO ESTADO DE S?O PAULO ;?43643139000166 ;"319996"
FEDERA??O DAS UNIMEDS DO OESTE PAULISTA ;?01559456000159 ;"413356"
FEDERA??O DAS UNIMEDS DO VALE DO PARA?BA ;?01773319000112 ;"334511"
FEDERA?AO DA AMOZONIA OCIDENTAL AM, RO, RR E AC ;?84112481000117 ;"313971"
FEDERA?AO DAS UNIMED S DO ESTADO DO MATO GROSSO ;?02511261000100 ;"328031"
FEDERA?AO DAS UNIMEDS DA AMAZONIA ORIENTAL ;?83311050000117 ;"332755"
FEDERA?AO DAS UNIMED´S DE MATO GROSSO DO SUL ;?00755186000199 ;"316741"
FEDERAÃAO DA AMOZONIA OCIDENTAL AM, RO, RR E AC;á84112481000117 ;"313971"
FEDERAÇAO DA AMOZONIA OCIDENTAL AM, RO, RR E AC; 84112481000117;"313971"
FEDERAÇAO DAS UNIMED S DO ESTADO DO MATO GROSSO ; 02511261000100 ;"328031"
FEDERAÇAO DAS UNIMED'S DA AMAZONIA ORIENTAL; 83311050000117 ;"332755"
FEDERAÇAO DAS UNIMED'S DE MATO GROSSO DO SUL;"00755186000199 ";"316741"
FEDERAÇAO DAS UNIMED'S DO ESTADO DO MATO GROSSO; 02511261000100;"328031"
FEDERAÇAO DAS UNIMEDS DA AMAZONIA ORIENTAL ; 83311050000117 ;"332755"
FEDERAÇÃO DAS UNIMEDS DO ESTADO DE SÃO PAULO ; 43643139000166 ;"319996"
FEDERAÇÃO DAS UNIMEDS DO OESTE PAULISTA; 01559456000159 ;"413356"
FEDERAÇÃO DAS UNIMEDS DO VALE DO PARAÍBA; 01773319000112;"334511"
FEDERAÇAO DAS UNIMED´S DE MATO GROSSO DO SUL ; 00755186000199 ;"316741"
FEMCO;;"999999"
FENIX MEDICAL;"";"420271"
FERIADO;;"999999"
FHGV - Fundação Hospital Getúlio Vargas;"13183513000127";"000004"
FILANTROPIA;;"999998"
filantropia;"";"000000"
FILANTROPIA  ;"";"000005"
FILANTROPIA;"";"111111"
FILANTROPIA ;"000000000000000000";"000000"
Filantropia;"111111111111111111";"111111"
filantropia hospital;"";"000000"
FIND;;"000004"
FIO CRUZ SAUDE;"03.033.006/0001-53";"417548"
FioPrev;"03033006000153 ";"417548"
FIOPREV; 28954717000191 ;"337404"
FIOSAÚDE - DR. CARLOS;"03033006000153 ";"417548"
FIRJAN;;"999999"
FIRJAN SA?DE ;?07578281000103 ;"415359"
FIRJAN SAÚDE;"07578281000103 ";"415359"
FIRMAS;;"999999"
FIRST ASSIST?NCIA ODONTOL?GICA ;?73267999000103 ;"402257"
FIRST ASSISTÊNCIA ODONTOLÓGICA; 73267999000103 ;"402257"
FISCO SA?DE ;?24129496000166 ;"415707"
FISCO SAÚDE; 24129496000166 ;"415707"
FISCO SAÚDE-PE;"11996146000155 ";"417661"
FISIODENTE; 01444998000186 ;"318744"
Fisioterapia particular;;"000000"
FLEMING ODONTOLOGIA; 05401529000130;"414697"
FLENDER; 18032250000179 ;"382213"
FLORASA; 18238980000120 ;"348961"
FOCS;"41343187000103 ";"356573"
FOCUS VITÓRIA;"";"000000"
FOGÕES PINHAIS;"82.515.396/0001-74";"000000"
FOR LIFE;"";"123654"
FORLUZ;;"81"
FORLUZ; 16539926000190;"300497"
Fostertil/Vale - Adminissional ;"";"111111"
FOTOTICA;"05.950.329/0001-37";"000000"
FREE DENT;"76026699000120 ";"405248"
FREE DENT PLANOS E ASSIST?NCIA ODONTOL?GICA S/C LTDA ;?02398666000175 ;"406830"
FREE DENT PLANOS E ASSISTÊNCIA ODONTOLÓGICA S/C LTDA; 02398666000175 ;"406830"
FREE LIFE ASSIST?NCIA M?DICA ;?02877955000157 ;"351091"
FREE LIFE ASSISTÊNCIA MÉDICA; 02877955000157;"351091"
FREE LIFE SAÚDE;"02877955000157 ";"351091"
FREI GALVAO SAUDE;"51612828000131 ";"315681"
FRIVEST S/A;"21.416.736/0001-15";"000000"
FSFX (USIMINAS) AO;"19.878.404/0001-00";"339954"
FSFX (USIMINAS) VF;"19.878.404/0001-00";"339954"
FUCAS; 83477901000104 ;"338273"
FUMO - ( LATICINIO ) SINDICATO DOS TRAB. NAS IND.DO FUMO DO EST.SPAULO;"111111111111111111";"000000"
FUMPA;;"999999"
FUNASA-SA?DE (CAIXA DE ASSIST?NCIA DOS EMPREGADOS DA SAELPA) ;?02618303000106 ;"370592"
FUNASA-SAÚDE (CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SAELPA);"02618303000106 ";"370592"
FUNBEP;;"999999"
FUNCEF;;"000016"
FUNCEF;;"999999"
FUNCEF (AO);"00.360.305/0001-04";"312924"
FUNCESP;"62.465.117/0001-06";"315478"
FUNCESP - FUNDAÇÃO CESP;"62.465.117/0001-06";"315478"
FUNCIONAL;;"000001"
FUNCIONÁRIOS;"000000000000000000";"000000"
FUNCIONARIOS;"111111111111111111";"000000"
FUNCIONARIOS DC;"";"999998"
FUNCIONARIOS HSM;"";"999997"
FUND. BRITÂNICA;"";"000000"
Fund. Cesp via hospital;"";"315478"
FUNDA??O ASSISTENCIAL DOS SERVIDORES DO INCRA - FASSINCRA ;?00431403000195 ;"358720"
FUNDA??O ASSISTENCIAL DOS SERVIDORES DO MINIST?RIO DA FAZEND ;?00628107000189 ;"346926"
FUNDA??O BATAVO ;?78242559000115 ;"304913"
FUNDA??O CELESC ;?82956996000178 ;"315044"
FUNDA??O CELPE DE SEGURIDADE SOCIAL - CELPOS ;?11722691000153 ;"321699"
FUNDA??O COPEL ;?75054940000162 ;"355151"
FUNDA??O DE ASSIST?NCIA E PREVID?NCIA SOCIAL DO BNDES ;?00397695000197 ;"339636"
FUNDA??O EDUCACIONAL LUCAS MACHADO - FELUMA ;?17178203000175 ;"339547"
FUNDA??O ENERSUL ;?33122029000103 ;"374326"
FUNDA??O FIAT ;?19740471000164 ;"367877"
FUNDA??O INEPAR ;?40425332000132 ;"301221"
FUNDA??O PADRE ALBINO ;?47074851000142 ;"413399"
FUNDA??O SABESP DE SEGURIDADE SOCIAL ;?65471914000186 ;"336165"
FUNDA??O SALVADOR ARENA ;?59107300000117 ;"415588"
FUNDA??O SANEPAR DE ASSIST?NCIA SOCIAL ;?77375897000162 ;"338648"
FUNDA?A? PAMPULHA DE ASSISTENCIA A SAUDE ;?73809352000166 ;"312126"
FUNDA?AO DE SAUDE SOLIDARIA ;?02291134000134 ;"384828"
FUNDA?AO ESCELSOS ;?31738040000169 ;"414361"
FUNDA?AO SANTA CASA DE MISERICORDIA DE BELO HORIZONTE ;?05202699000196 ;"415405"
FUNDA?AO TRANSBRASIL ;?00419499000176 ;"378780"
FUNDAÃ?O ASSISTENCIAL DOS SERVIDORES DO INCRA - FASSINCRA;á00431403000195 ;"358720"
FUNDAÃ?O ASSISTENCIAL DOS SERVIDORES DO MINIST?RIO DA FAZEND;á00628107000189 ;"346926"
FUNDAÃ?O BATAVO;á78242559000115 ;"304913"
FUNDAÃ?O CELESC;á82956996000178 ;"315044"
FUNDAÃ?O CELPE DE SEGURIDADE SOCIAL - CELPOS;á11722691000153 ;"321699"
FUNDAÃ?O COPEL;á75054940000162 ;"355151"
FUNDAÃ?O DE ASSIST?NCIA E PREVID?NCIA SOCIAL DO BNDES;á00397695000197 ;"339636"
FUNDAÃ?O EDUCACIONAL LUCAS MACHADO - FELUMA;á17178203000175 ;"339547"
FUNDAÃ?O ENERSUL;á33122029000103 ;"374326"
FUNDAÃ?O FIAT;á19740471000164 ;"367877"
FUNDAÃ?O INEPAR;á40425332000132 ;"301221"
FUNDAÃ?O SABESP DE SEGURIDADE SOCIAL;á65471914000186 ;"336165"
FUNDAÃ?O SALVADOR ARENA;á59107300000117 ;"415588"
FUNDAÃ?O SANEPAR DE ASSIST?NCIA SOCIAL;á77375897000162 ;"338648"
FUNDAÃA? PAMPULHA DE ASSISTENCIA A SAUDE;á73809352000166 ;"312126"
FUNDAÃAO DE SAUDE SOLIDARIA;á02291134000134 ;"384828"
FUNDAÃAO ESCELSOS;á31738040000169 ;"414361"
FUNDAÃAO SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;á05202699000196 ;"415405"
FUNDAÃAO TRANSBRASIL;á00419499000176 ;"378780"
FUNDABEM;"06676977000100 ";"390372"
Fundação Afonso Ferreira;"67.157.941/0001-04";"000000"
FUNDAÇÃO ASSEFAZ;;"000000"
FUNDAÇÃO ASSEFAZ;"00.628.107/0001-89";"346926"
FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO INCRA - FASSINCRA;"00431403000195 ";"358720"
FUNDAÇÃO BATAVO; 78242559000115 ;"304913"
FUNDAÇÃO CELESC;"82956996000178 ";"315044"
FUNDAÇÃO CELPE DE SEGURIDADE SOCIAL - CELPOS; 11722691000153 ;"321699"
Fundação Cesp;;"000015"
FUNDACAO CESP;;"000927"
FUNDAÇÃO CESP;"62465117000106 ";"315478"
Fundação Cesp - IPO;"62465117000106 ";"315478"
FUNDAÇÃO CESP CORPORATE;;"315478"
FUNDAÇÃO CESP CORPORATE;"00.397.695/0001-97";"315478"
FUNDAÇÃO CESP REEMBOLSO;"";"000019"
FUNDAÇÃO COPEL;"75054940000162 ";"355151"
FUNDAÇÃO DA SEGURIDADE SOCIAL DOS SERVIDORES PÚBLICOS MUNICIPAIS DE SOROCABA;"67.366.310/0001-03";"000000"
FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES ; 00397695000197 ;"339636"
FUNDAÇAO DE SAUDE SOLIDARIA; 02291134000134 ;"384828"
FUNDAÇÃO EDUCACIONAL LUCAS MACHADO - FELUMA; 17178203000175 ;"339547"
FUNDAÇÃO ENERSUL; 33122029000103 ;"374326"
FUNDAÇAO ESCELSOS; 31738040000169 ;"414361"
FUNDAÇÃO FIAT;"19740471000164 ";"367877"
FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;"";"418285"
FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;"12.838.821/0001-80";"418285"
FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;"12838821000180 ";"418285"
FUNDAÇÃO INEPAR; 40425332000132 ;"301221"
FUNDACAO LEONOR DE BARROS CAMARGO;"60499365000134 ";"410292"
FUNDAÇÃO LIBERTAS;"";"000000"
FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL;"";"378216"
FUNDAÇÃO PADRE ALBINO;"47074851000142 ";"413399"
FUNDAÇÃO PAMPULHA;;"19"
FUNDAÇAÕ PAMPULHA DE ASSISTENCIA A SAUDE ; 73809352000166 ;"312126"
Fundação Pampulha Itaú;;"330183"
FUNDACAO REAL GRANDEZA;;"001362"
FUNDAÇÃO SABESP DE SEGURIDADE SOCIAL ; 65471914000186 ;"336165"
FUNDAÇÃO SALVADOR ARENA; 59107300000117 ;"415588"
FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;"77375897000162 ";"338648"
FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL ;?77375897000162 ;"338648"
FUNDAÇAO SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;"05202699000196 ";"415405"
FUNDAÇAO SAUDE ITAú;;"222222"
FUNDAÇÃO SAUDE ITAU;"04.540.010/0001-70";"000582"
FUNDAÇÃO SAÚDE ITAÚ;"73809352000166 ";"312126"
FUNDAÇÃO SAÚDE ITAÚ REEMBOLSO;"";"000020"
FUNDAÇAO TRANSBRASIL; 00419499000176 ;"378780"
FUNDAÇÃO USISAÚDE;"11508880000128 ";"417246"
FUNDAÇÃO USISAÚDE REEMBOLSO;"";"000039"
FUNDAFFEMG;"00660903000107 ";"315567"
FUNDAFFENG;"111111111111";"111111"
FUNDO DE SAÚDE - FUNSA;"";"555555"
FUNDO DE SAÚDE DO EXÉRCITO;"";"000000"
FUNDO DE SAÚDE DO EXERCITO - FUSEX;"10246060000162";"000000"
FUNER FRANCANA;;"000004"
FUNERARIA;;"000000"
Funerária;"";"000000"
Funerária Assistêncial - Parceria;"21318015000172";"000070"
Funerária Bom Jesus  - Parceria; 21318015000172;"000040"
Funerária Bom Pastor - Parceria;"21318015000172";"000060"
FUNERARIA FERNANDES;"585508800002/002";"234567"
FUNERÁRIA IPANEMA- FLORESTÓPOLIS;;"154788"
FUNERÁRIA PAX DE MINAS;"";"000000"
Funerária Paz Eterna - Parceria; 21318015000172;"00030"
Funerária Planafi - Parceria;"21318015000172";"000020"
Funerária Santa Clara - Parceria;"21318015000172";"000050"
Funerária Santa Rita - Parceria;"21318015000172";"000080"
FUNERARIA SAO DOMINGOS SITEMA PREVER;"125536210001-81";"123456"
FUNERARIA TEDESCO;;"000005"
FUNERÁRIA VATICANO - PARCERIA;"11.415.091/0001-42";-
FUNPAR;;"999999"
FUNSA;"00000000000000";"000000"
FUNSEP;"";"000000"
FUNSEP;"77750354000188";"999999"
Funserv;"67.366.310/0001-03";"000000"
FUNSPRO ASSISTÊNCIA MÉDICA;"08621861000107 ";"417025"
FUNSSEST;"31787625000179 ";"330809"
FUPRESA;"62576327000163 ";"340065"
FUPS;"08883265000197 ";"416584"
FURN;"24368771000102 ";"348406"
FURNAS;"23274194000119 ";"366455"
FURUKAWA INDUSTRIAL S.A. PRODUTOS ELETRICOS (CK);;"001118"
FUSEKES;"00394452046944";"999999"
FUSEX;;"999999"
FUSEX;"";"0000"
FUSEX;"";"000000"
FUSEX;"09.600.182/0002-97";"000000"
FUSEX;"09.600.182/0002-97";"012345"
FUSEX;UNIAO / MINISTÉRIO;-
Fusex - Exército;"";"111111"
FUSEX - HOSPITAL DE GUARNIÇÃO DE JOÃO PESSOA;;"234567"
FUSEX - HOSPITAL DE GUARNIÇÃO DE JOÃO PESSOA;"";"234567"
FUSEX - HOSPITAL GERAL;"10246060000162";"999999"
fusex 11ª;"";"000000"
fusex 36ª;"";"111111"
FUSEX FATOR DE CUSTO;"";"000000"
FUSMA;;"999999"
FUVAE;"18240010000160";"000000"
G. BARBOSA ;?39346861000161 ;"415235"
G. BARBOSA ; 39346861000161 ;"415235"
G. BARBOSA-SAÚDE;"39346861000161 ";"415235"
G.B.E.I.K.P.C.; 81485153000178 ;"350206"
G.L.REIS;"08.000.927/0001-33";"000000"
GALENA; 57.442.774/0001-9;"111111"
Gama;"";"999999"
GAMA  - PROJETO COLUNA;"02.009.924/0001-84";"407011"
GAMA (Moema);"02.009.924/0001-84";"407011"
Gama - Gama;;"999999"
GAMA AERONAUTICA;"02.009.924/0001-84";"407011"
GAMA CORPORATE;;"407011"
GAMA CORPORATE;"02.009.924/0001-84";"407011"
GAMA GESTÂO;"29411345000110";"999999"
GAMA ODONTO S/A;"29411345000110 ";"409197"
GAMA ODONTO S/A.; 29411345000110 ;"409197"
GAMA ODONTOLOGIA INTEGRADA CIA LTDA; 65169997000153 ;"401021"
GAMA REEMBOLSO;"";"000021"
GAMA SA?DE;"02009924000184";"407011"
GAMA SA?DE ( GINECOLOGIA );"19305448";"407011"
Gama Saúde;;"000016"
GAMA SAUDE;;"17"
GAMA SAÚDE;;"999999"
GAMA SAUDE;"02.009.924/0001-84";"407011"
GAMA SAÚDE;"02.009.924/0001-84";"409197"
Gama Saude;"02009924000184";"407011"
GAMA SAÚDE ( GINECOLOGIA );"19305448";"407011"
Gama Saúde - Via Hospital;"";"000000"
Gama Saúde Alergologia;"02009924000184 ";"407011"
Gama Saúde Dermatologista; 02009924000184 ;"407011"
GAMA SAUDE LTDA;;"000995"
GAMA SAUDE LTDA;"02009924000184 ";"407011"
GAMA SAÚDE LTDA; 29411345000110 ;"409197"
GAMA SAUDE LTDA (CENNTRUM);"02009924000184 ";"407011"
GAMA SAUDE LTDA,;;"407011"
GAMA SAUDE LTDA.; 02009924000184 ;"407011"
GAMA SAUDE LTDA. - Drº Paulo Roberto Gonçalves;"02009924000184";"407011"
GAMAGAMA SAUDE LTDA;"";"407011"
GAME; 49073521000168 ;"402982"
GAMEC;"05676572000109 ";"347591"
GARANTIA DE SA?DE ;?02774736000142 ;"354511"
GARANTIA DE SA?DE ;?02888465000156 ;"318477"
GARANTIA DE SA?DE ;?45572583000163 ;"343064"
GARANTIA DE SA?DE - HOSPITAIS ADVENTISTA DE BEL?M E MANAUS ;?83367342000171 ;"406554"
GARANTIA DE SAÚDE;"02888465000156 ";"318477"
GARANTIA DE SAÚDE;"45572583000163 ";"343064"
GARANTIA DE SAÚDE; 02774736000142;"354511"
GARANTIA DE SAÚDE - HOSPITAIS ADVENTISTA DE BELÉM E MANAUS;"83367342000171 ";"406554"
GARDEN;"43434471000110 ";"371891"
GBAM EMPRESARIAL ADM EM SERV MEDICOS LTDA;"111111111111111111";"000000"
GC Básico;;"999999"
GEAP;;"20"
GEAP;;"51"
GEAP;-;"323080"
GEAP;"03.658.432/0001-82";"323080"
GEAP;"03658432000182 ";"323080"
GEAP (SINAM-R$ 170,00);"";"000000"
GEAP - AUTOGESTAO EM SAUDE;"03658432000182 ";"323080"
GEAP - Drª Cristina Pereira Velloso;"073.832.927-40";"323080"
Geap -Via Hospital;"";"000000"
GEAP Cirurgias; 036584320020-45;"323080"
GEAP FUNDAÇÃO SEGURIDADE SOCIAL;"03.658.432/0014-05";"323080"
GEAP REEMBOLSO;"";"000022"
GEAP RIZZIERI;"03658432000182 ";"323080"
GEBEMED LTDA;"92518257000158 ";"368130"
GEEO QUALITY DENT GR EMPRESARIAL E ODONTOLOGICO; 01677991000104 ;"408751"
GÉIA ADMINISTRADORA DE BENEFICIOS;"07867825000157 ";"416932"
GEIPOT ;?00366914000170 ;"325457"
GEIPOT ; 00366914000170 ;"325457"
GENESIS;;"000000"
GENI;"09.624.927/0001-77";"000000"
GENTE SA?DE ;?94392016000130 ;"328774"
GENTE SAÚDE;"94392016000130 ";"328774"
GENTILEZA;;"003333"
GENTILEZA;;"111111"
GESTAF;"14302787000150 ";"418544"
GESTÃO;"10897869000134 ";"417262"
GEVISA S/A;"68059674000103 ";"309711"
GH Saúde;"";"419834"
GIACOMET-MARODIN;;"999999"
GILLETTE DO BRASIL LTDA; 04490850000176 ;"414786"
GIMI;;"318359"
GKN DO BRASIL LTDA;"58512310000175 ";"416819"
GLESP;;"999999"
Global Convênios;;"000000"
Global Convênios;"111111111111111111";"000000"
GLOBO; 66079609000106;"409049"
GOA - GRUPO ODONTOL?GICO AVAN?ADO ;?01385322000169 ;"404900"
GOA - GRUPO ODONTOLÓGICO AVANÇADO; 01385322000169 ;"404900"
GOG - GRUPO ODONTOL?GICO GA?CHO ;?01930745000112 ;"338541"
